ref_id,site_code,service_date,category,sub_category,status_note,amount,comment
135962,ARL-07,2026-03-11,Renewal,Priority,,867.52,first pass
143231,FFX-03,2026-03-08,Renewal,Priority,Closed,773.23,unique
792067,STL-02,2026-03-30,REF NOTE: Intake,Standard,Reviewed,207.17,first pass
283305,LOU-09,2026-03-25,Renewal,Priority,Open,462.94,unique
925830,STL-02,2026-03-13,Intake,Priority,Reviewed,827.26,bare
629812,FFX-03,2026-03-20,Appeal,Standard,Open,825.45,first pass
150260,BAL-11,2026-03-19,REF NOTE: Intake,Priority,Escalated,603.61,first pass
687679,LOU-09,2026-03-23,Renewal,Priority,Reviewed,595.72,prefixed
108245,BAL-11,2026-03-24,REF NOTE: Intake,Priority,,719.13,first pass
919325,STL-02,2026-03-25,REF NOTE: Intake,Standard,Closed,1.74,prefixed
193488,FFX-03,2026-03-19,Renewal,Priority,Open,546.6,first pass
155980,LOU-09,2026-03-07,REF NOTE: Intake,Standard,Verified,284.75,prefixed
445373,LOU-09,2026-03-27,Intake,Standard,Closed,44.75,first pass
836778,BAL-11,2026-03-05,Intake,Standard,,275.91,first pass
908775,STL-02,2026-03-23,Renewal,Standard,Reviewed,548.73,unique
457563,LOU-09,2026-03-31,REF NOTE: Intake,Standard,,76.39,bare
922361,STL-02,2026-03-30,Intake,Standard,Open,133.34,unique
152768,STL-02,2026-03-21,Intake,Standard,Verified,102.86,first pass
158789,ARL-07,2026-03-10,Intake,Priority,Closed,434.9,prefixed
119046,LOU-09,2026-03-08,Intake,Standard,Reviewed,903.61,unique
556708,ARL-07,2026-03-25,Renewal,Priority,Open,99.94,prefixed
726065,BAL-11,2026-03-30,REF NOTE: Intake,Standard,Closed,50.21,first pass
783794,LOU-09,2026-03-20,Intake,Standard,Escalated,441.18,bare
586428,BAL-11,2026-03-09,Appeal,Priority,Verified,911.6,prefixed
743000,FFX-03,2026-03-25,Intake,Priority,Reviewed,620.73,bare
362757,ARL-07,2026-03-12,Renewal,Standard,Reviewed,330.74,prefixed
510259,BAL-11,2026-03-11,Renewal,Priority,Verified,833.33,unique
787536,ARL-07,2026-03-31,REF NOTE: Intake,Priority,Reviewed,775.61,prefixed
668220,BAL-11,2026-03-09,Appeal,Standard,Escalated,756.61,first pass
516360,ARL-07,2026-03-14,Appeal,Standard,Closed,817.42,prefixed
983652,FFX-03,2026-03-31,Appeal,Priority,Closed,588.65,bare
634510,BAL-11,2026-03-05,Renewal,Priority,Reviewed,206.73,bare
809957,LOU-09,2026-03-09,Renewal,Priority,Escalated,564.79,bare
622844,LOU-09,2026-03-27,Appeal,Priority,,45.63,bare
847717,FFX-03,2026-03-30,Renewal,Standard,Verified,84.81,prefixed
435225,FFX-03,2026-03-23,Intake,Priority,Escalated,779.69,bare
549082,FFX-03,2026-03-20,Renewal,Standard,,778.1,prefixed
859315,BAL-11,2026-03-30,Renewal,Standard,Reviewed,911.44,prefixed
937202,LOU-09,2026-03-12,Intake,Standard,Closed,669.57,bare
700317,ARL-07,2026-03-25,Renewal,Standard,Verified,436.37,bare
960546,ARL-07,2026-03-05,Intake,Standard,Verified,403.34,bare
686685,STL-02,2026-03-04,Appeal,Priority,Reviewed,260.04,unique
805574,ARL-07,2026-03-30,REF NOTE: Intake,Priority,Escalated,447.39,bare
760080,FFX-03,2026-03-16,Appeal,Standard,Reviewed,19.84,first pass
319880,LOU-09,2026-03-11,Intake,Standard,Escalated,692.02,prefixed
345971,LOU-09,2026-03-31,REF NOTE: Intake,Standard,,324.97,bare
218373,FFX-03,2026-03-06,REF NOTE: Intake,Standard,Open,612.11,first pass
932715,LOU-09,2026-03-11,Appeal,Priority,Escalated,975.99,bare
349755,STL-02,2026-03-05,Renewal,Standard,Escalated,571.27,prefixed
149444,ARL-07,2026-03-14,Renewal,Priority,Open,26.82,first pass
145204,BAL-11,2026-03-07,Appeal,Priority,Open,179.14,prefixed
221171,ARL-07,2026-03-18,Intake,Priority,Reviewed,923.14,unique
666027,STL-02,2026-03-25,REF NOTE: Intake,Standard,Open,287,unique
126839,FFX-03,2026-03-27,Renewal,Priority,Verified,469.1,bare
757670,FFX-03,2026-03-05,Renewal,Standard,Verified,26.48,first pass
945527,LOU-09,2026-03-26,Renewal,Priority,,134.73,prefixed
222557,LOU-09,2026-03-16,Intake,Priority,Escalated,708.48,prefixed
661698,ARL-07,2026-03-08,Renewal,Standard,Reviewed,579.14,bare
991728,LOU-09,2026-03-20,REF NOTE: Intake,Standard,Verified,740.67,prefixed
565143,FFX-03,2026-03-23,Renewal,Priority,Open,106.58,prefixed
240861,ARL-07,2026-03-08,REF NOTE: Intake,Standard,,470.27,prefixed
381615,ARL-07,2026-03-09,Intake,Priority,Escalated,733.85,first pass
965249,BAL-11,2026-03-25,Renewal,Standard,Escalated,881.86,unique
572141,LOU-09,2026-03-07,REF NOTE: Intake,Standard,Open,286.73,prefixed
419260,FFX-03,2026-03-21,Intake,Standard,Escalated,886.9,bare
543015,BAL-11,2026-03-14,Appeal,Standard,Closed,382.71,prefixed
353355,STL-02,2026-03-06,Appeal,Standard,Open,931.89,unique
200140,LOU-09,2026-03-27,REF NOTE: Intake,Standard,Verified,735.04,first pass
946378,FFX-03,2026-03-15,REF NOTE: Intake,Standard,Escalated,365.15,prefixed
591777,BAL-11,2026-03-11,REF NOTE: Intake,Standard,Closed,134.58,unique
607495,STL-02,2026-03-29,Renewal,Priority,Verified,369.51,unique
923311,BAL-11,2026-03-11,REF NOTE: Intake,Priority,Closed,948.96,bare
414347,STL-02,2026-03-25,Renewal,Standard,Closed,860.57,prefixed
159141,BAL-11,2026-03-06,REF NOTE: Intake,Priority,Verified,510.33,first pass
875094,FFX-03,2026-03-19,Renewal,Priority,Closed,29.28,prefixed
485155,ARL-07,2026-03-12,Renewal,Standard,Escalated,343.21,bare
513491,STL-02,2026-03-10,Renewal,Standard,Verified,777.11,first pass
498593,LOU-09,2026-03-29,Appeal,Priority,Reviewed,579.7,prefixed
413900,STL-02,2026-03-16,REF NOTE: Intake,Priority,Escalated,143.33,first pass
437552,ARL-07,2026-03-28,Renewal,Standard,Verified,902.98,bare
618515,FFX-03,2026-03-20,Renewal,Priority,Open,592.55,prefixed
661856,FFX-03,2026-03-30,Appeal,Priority,Escalated,998.93,first pass
522779,BAL-11,2026-03-22,Renewal,Standard,Verified,240.08,prefixed
842041,ARL-07,2026-03-25,Renewal,Priority,Open,344.15,unique
614789,STL-02,2026-03-10,Renewal,Standard,Open,407.62,unique
653475,FFX-03,2026-03-11,REF NOTE: Intake,Standard,Closed,544.55,unique
410393,ARL-07,2026-03-15,Intake,Priority,Escalated,379.3,first pass
632828,LOU-09,2026-03-21,Intake,Standard,Verified,708.35,first pass
798345,LOU-09,2026-03-12,Appeal,Priority,Open,562.77,unique
509413,BAL-11,2026-03-19,Appeal,Standard,,99.18,prefixed
396027,LOU-09,2026-03-12,Renewal,Priority,Open,39.92,first pass
210602,LOU-09,2026-03-28,Appeal,Standard,Open,697,prefixed
484349,FFX-03,2026-03-15,REF NOTE: Intake,Priority,Closed,444.36,unique
792854,LOU-09,2026-03-27,Intake,Priority,Closed,186.83,first pass
300433,STL-02,2026-03-11,Renewal,Priority,,345.35,first pass
503427,ARL-07,2026-03-07,Appeal,Priority,Escalated,205.42,bare
790641,ARL-07,2026-03-24,Appeal,Priority,Escalated,610.48,bare
708562,ARL-07,2026-03-06,Renewal,Standard,,577.95,bare
813387,FFX-03,2026-03-10,Intake,Standard,Open,210.15,first pass
998247,FFX-03,2026-03-11,REF NOTE: Intake,Standard,Closed,456.72,unique
228754,STL-02,2026-03-29,Renewal,Priority,Verified,407,first pass
792824,LOU-09,2026-03-11,Appeal,Standard,Reviewed,188.64,unique
941394,ARL-07,2026-03-15,REF NOTE: Intake,Priority,Reviewed,422.82,first pass
119053,STL-02,2026-03-14,Appeal,Priority,Verified,855.04,unique
815709,BAL-11,2026-03-29,Appeal,Priority,Reviewed,315.46,first pass
252592,LOU-09,2026-03-16,Renewal,Standard,Escalated,483.75,first pass
125329,LOU-09,2026-03-27,Appeal,Priority,Verified,641.34,unique
203944,ARL-07,2026-03-05,Appeal,Priority,,178.23,unique
449114,FFX-03,2026-03-16,Appeal,Priority,Open,377.2,prefixed
186378,LOU-09,2026-03-29,Renewal,Priority,Reviewed,860.3,first pass
790269,FFX-03,2026-03-07,Intake,Standard,Closed,771.1,unique
917589,ARL-07,2026-03-20,Appeal,Standard,Reviewed,12.93,first pass
718295,BAL-11,2026-03-07,Intake,Priority,,171.65,prefixed
344229,STL-02,2026-03-23,Intake,Priority,Escalated,35.23,unique
138742,LOU-09,2026-03-13,Renewal,Priority,Closed,219.47,prefixed
307611,BAL-11,2026-03-29,Appeal,Priority,Escalated,397.85,bare
314522,STL-02,2026-03-12,Intake,Standard,Open,991.97,first pass
548617,STL-02,2026-03-30,Renewal,Priority,Verified,291.09,first pass
312242,FFX-03,2026-03-22,REF NOTE: Intake,Priority,Reviewed,76.86,unique
305108,LOU-09,2026-03-06,Renewal,Priority,Open,486.32,first pass
389056,LOU-09,2026-03-17,Appeal,Priority,,57.37,unique
227421,LOU-09,2026-03-13,Appeal,Standard,Verified,542.93,first pass
667671,ARL-07,2026-03-26,Intake,Standard,Reviewed,360.95,unique
761459,LOU-09,2026-03-20,Renewal,Priority,Closed,664.64,prefixed
950988,STL-02,2026-03-15,Appeal,Standard,Reviewed,829.09,prefixed
884406,STL-02,2026-03-10,Intake,Priority,Verified,582.08,bare
578332,STL-02,2026-03-23,Intake,Standard,Verified,79.09,first pass
895220,FFX-03,2026-03-17,Appeal,Standard,Reviewed,970.55,unique
245388,ARL-07,2026-03-28,Renewal,Standard,Open,755.72,prefixed
967502,LOU-09,2026-03-13,REF NOTE: Intake,Standard,Escalated,524.51,prefixed
140250,LOU-09,2026-03-12,Renewal,Standard,Escalated,13.13,prefixed
425066,ARL-07,2026-03-27,Renewal,Priority,Verified,844.12,first pass
540749,STL-02,2026-03-20,Appeal,Standard,Reviewed,63.61,prefixed
670936,LOU-09,2026-03-08,Renewal,Standard,Open,446.26,prefixed
498085,BAL-11,2026-03-19,Intake,Priority,Verified,811.64,bare
960179,LOU-09,2026-03-11,Intake,Priority,Verified,213.28,first pass
875392,BAL-11,2026-03-11,Intake,Priority,Open,529.41,prefixed
453641,ARL-07,2026-03-16,REF NOTE: Intake,Priority,Escalated,423.48,unique
522089,ARL-07,2026-03-21,Appeal,Standard,,186.61,bare
122621,ARL-07,2026-03-22,REF NOTE: Intake,Priority,Closed,667.36,unique
142558,BAL-11,2026-03-08,REF NOTE: Intake,Priority,Verified,524.36,unique
239767,FFX-03,2026-03-26,REF NOTE: Intake,Standard,Verified,711,unique
957259,LOU-09,2026-03-05,Appeal,Standard,Reviewed,754.39,prefixed
371864,FFX-03,2026-03-26,REF NOTE: Intake,Priority,,3.9,first pass
273944,ARL-07,2026-03-26,Renewal,Standard,Verified,3.64,bare
911644,BAL-11,2026-03-06,REF NOTE: Intake,Priority,Reviewed,591.78,prefixed
645409,LOU-09,2026-03-16,Renewal,Standard,Reviewed,335.72,prefixed
124247,ARL-07,2026-03-09,Intake,Standard,Verified,747.73,first pass
779501,ARL-07,2026-03-04,REF NOTE: Intake,Priority,,529.26,unique
104540,LOU-09,2026-03-27,Appeal,Priority,,508.1,bare
961970,STL-02,2026-03-20,Appeal,Standard,Verified,334.63,prefixed
751604,ARL-07,2026-03-09,Renewal,Priority,Closed,335.92,prefixed
820909,FFX-03,2026-03-31,REF NOTE: Intake,Standard,,861.11,bare
954226,STL-02,2026-03-15,Renewal,Standard,,446.1,prefixed
947137,ARL-07,2026-03-28,Appeal,Standard,,153.61,unique
174584,ARL-07,2026-03-16,Intake,Standard,Closed,538.24,bare
457898,STL-02,2026-03-07,Renewal,Standard,Open,128.46,unique
165734,STL-02,2026-03-05,Intake,Priority,Closed,186.61,prefixed
807327,BAL-11,2026-03-06,Intake,Standard,,470,bare
366559,LOU-09,2026-03-13,REF NOTE: Intake,Priority,Closed,339.9,prefixed
587265,LOU-09,2026-03-23,Appeal,Priority,Reviewed,102.97,bare
204905,ARL-07,2026-03-28,Renewal,Priority,Reviewed,958.37,bare
556164,BAL-11,2026-03-08,Intake,Standard,,598.41,bare
919381,STL-02,2026-03-07,Appeal,Standard,Verified,952,first pass
905509,LOU-09,2026-03-27,Appeal,Priority,,634.14,bare
848518,LOU-09,2026-03-06,REF NOTE: Intake,Priority,Escalated,233.44,prefixed
521136,LOU-09,2026-03-25,REF NOTE: Intake,Standard,Closed,94.42,prefixed
730749,ARL-07,2026-03-09,REF NOTE: Intake,Priority,Reviewed,834.59,unique
463687,STL-02,2026-03-09,Appeal,Standard,Verified,879.71,prefixed
669167,BAL-11,2026-03-21,Intake,Priority,Closed,890.38,prefixed
285667,STL-02,2026-03-17,Appeal,Standard,,216.75,bare
407272,STL-02,2026-03-24,REF NOTE: Intake,Standard,Open,618.49,first pass
751699,ARL-07,2026-03-29,Renewal,Priority,,565.87,unique
356998,FFX-03,2026-03-05,Intake,Standard,Closed,737.03,unique
952860,STL-02,2026-03-07,REF NOTE: Intake,Priority,,858.35,prefixed
705484,BAL-11,2026-03-21,Intake,Standard,Verified,594,first pass
347710,FFX-03,2026-03-13,Appeal,Priority,Escalated,145.8,first pass
948150,STL-02,2026-03-09,Renewal,Priority,Verified,432.78,first pass
118500,STL-02,2026-03-31,Intake,Priority,Open,81.13,unique
262975,STL-02,2026-03-06,Appeal,Standard,,998.29,unique
683290,LOU-09,2026-03-24,REF NOTE: Intake,Standard,Closed,390.54,prefixed
447975,BAL-11,2026-03-31,Renewal,Priority,Escalated,179.25,bare
707025,ARL-07,2026-03-30,Renewal,Priority,,444.87,bare
905617,FFX-03,2026-03-18,Intake,Standard,Open,677.92,prefixed
138524,STL-02,2026-03-15,Intake,Priority,Closed,641.99,bare
309156,BAL-11,2026-03-05,Intake,Standard,Reviewed,158.63,prefixed
692733,LOU-09,2026-03-08,Appeal,Standard,,907.57,first pass
363327,LOU-09,2026-03-27,Appeal,Priority,Open,828.88,prefixed
447872,BAL-11,2026-03-10,Renewal,Standard,Escalated,685.63,prefixed
961466,ARL-07,2026-03-18,Appeal,Priority,Escalated,590.59,unique
340099,STL-02,2026-03-29,Intake,Priority,Closed,192.95,bare
954462,FFX-03,2026-03-19,Intake,Priority,Open,423.76,prefixed
819243,LOU-09,2026-03-13,REF NOTE: Intake,Priority,Reviewed,959.35,prefixed
160652,LOU-09,2026-03-09,Appeal,Standard,Verified,451.53,bare
524438,BAL-11,2026-03-31,Appeal,Standard,Escalated,169.85,prefixed
661245,FFX-03,2026-03-20,Appeal,Priority,Verified,624.31,prefixed
192004,LOU-09,2026-03-15,Renewal,Priority,Open,604.77,prefixed
459701,FFX-03,2026-03-18,Appeal,Standard,Open,353.85,bare
271950,FFX-03,2026-03-06,Intake,Priority,Reviewed,969.32,bare
247245,ARL-07,2026-03-21,Intake,Standard,Open,947.1,unique
231709,BAL-11,2026-03-13,Appeal,Priority,Open,688.63,first pass
601598,BAL-11,2026-03-07,REF NOTE: Intake,Priority,Open,818.67,prefixed
724150,ARL-07,2026-03-24,Intake,Standard,,276.82,unique
235830,FFX-03,2026-03-22,Appeal,Priority,Closed,201.2,bare
851850,LOU-09,2026-03-25,REF NOTE: Intake,Standard,Open,774.58,unique
756863,LOU-09,2026-03-23,Appeal,Standard,,191.5,bare
681810,FFX-03,2026-03-21,Intake,Priority,Closed,480.29,unique
511464,STL-02,2026-03-31,Renewal,Standard,Verified,248.87,unique
867419,LOU-09,2026-03-16,Intake,Priority,Open,909.23,bare
736736,ARL-07,2026-03-09,Intake,Standard,Verified,748.81,prefixed
396558,FFX-03,2026-03-13,Renewal,Standard,Closed,129.15,prefixed
966880,BAL-11,2026-03-20,Renewal,Priority,Closed,453.87,unique
338178,ARL-07,2026-03-26,REF NOTE: Intake,Priority,Reviewed,1.61,prefixed
750370,STL-02,2026-03-22,Appeal,Standard,Reviewed,121.88,bare
186917,FFX-03,2026-03-15,Appeal,Priority,Closed,465.04,prefixed
579765,ARL-07,2026-03-16,REF NOTE: Intake,Standard,Escalated,276.59,bare
436391,BAL-11,2026-03-31,Appeal,Priority,Reviewed,521.33,first pass
877539,LOU-09,2026-03-21,REF NOTE: Intake,Standard,Reviewed,25.43,prefixed
328167,STL-02,2026-03-15,Appeal,Standard,Escalated,621.97,prefixed
963457,BAL-11,2026-03-05,Intake,Standard,Closed,851.22,bare
477481,ARL-07,2026-03-11,Intake,Standard,,418.24,prefixed
279429,ARL-07,2026-03-22,Intake,Priority,Escalated,419.31,prefixed
224123,LOU-09,2026-03-29,Intake,Priority,Reviewed,461.72,first pass
108482,LOU-09,2026-03-04,Appeal,Priority,Open,537.52,unique
982342,FFX-03,2026-03-31,Appeal,Standard,Open,175.35,prefixed
474694,LOU-09,2026-03-14,REF NOTE: Intake,Standard,,655.15,bare
401855,STL-02,2026-03-22,Intake,Standard,Escalated,909.78,unique
890306,STL-02,2026-03-30,REF NOTE: Intake,Standard,Escalated,377.99,first pass
307189,STL-02,2026-03-10,Appeal,Standard,Closed,946.6,prefixed
771283,LOU-09,2026-03-09,Renewal,Standard,Open,863.35,prefixed
685857,ARL-07,2026-03-17,Appeal,Priority,Verified,87.74,prefixed
408086,ARL-07,2026-03-19,Appeal,Standard,Escalated,111.22,first pass
557893,FFX-03,2026-03-24,Appeal,Priority,Verified,802.52,prefixed
248871,LOU-09,2026-03-25,Renewal,Priority,Closed,821.59,prefixed
695248,BAL-11,2026-03-16,REF NOTE: Intake,Priority,,499.99,first pass
673914,BAL-11,2026-03-08,REF NOTE: Intake,Standard,Open,893.04,prefixed
134033,FFX-03,2026-03-21,REF NOTE: Intake,Standard,Verified,209.29,unique
457418,LOU-09,2026-03-28,Renewal,Standard,Reviewed,812.35,first pass
478819,ARL-07,2026-03-13,Appeal,Standard,,25.7,bare
673917,ARL-07,2026-03-09,REF NOTE: Intake,Priority,Open,159.26,unique
978811,ARL-07,2026-03-17,Renewal,Priority,Open,0.47,first pass
116288,ARL-07,2026-03-10,Appeal,Priority,,524.9,first pass
249393,FFX-03,2026-03-26,REF NOTE: Intake,Standard,Open,491.56,first pass
284714,BAL-11,2026-03-25,Appeal,Standard,Reviewed,127.45,unique
501083,FFX-03,2026-03-16,Appeal,Standard,Open,265.83,first pass
161812,LOU-09,2026-03-26,REF NOTE: Intake,Priority,Escalated,886.43,first pass
703310,ARL-07,2026-03-09,Intake,Priority,,156.34,first pass
726945,ARL-07,2026-03-24,REF NOTE: Intake,Standard,,279.74,first pass
619618,FFX-03,2026-03-21,Intake,Priority,Closed,777.79,bare
925948,ARL-07,2026-03-19,REF NOTE: Intake,Priority,Escalated,817,unique
315563,STL-02,2026-03-16,Appeal,Priority,Escalated,525.18,bare
521982,LOU-09,2026-03-05,REF NOTE: Intake,Priority,Closed,794.81,prefixed
228313,STL-02,2026-03-08,Intake,Standard,,803.79,bare
798243,BAL-11,2026-03-28,REF NOTE: Intake,Standard,Reviewed,295.05,prefixed
278378,STL-02,2026-03-29,Intake,Priority,Closed,529.98,first pass
905095,BAL-11,2026-03-15,Appeal,Priority,Verified,304.19,first pass
820961,LOU-09,2026-03-20,Appeal,Standard,Verified,411.44,unique
255454,STL-02,2026-03-04,Renewal,Standard,Open,792.71,bare
218319,LOU-09,2026-03-27,REF NOTE: Intake,Standard,,261.25,prefixed
852651,BAL-11,2026-03-25,Appeal,Standard,Verified,536.73,unique
615660,ARL-07,2026-03-14,Appeal,Standard,Reviewed,663.47,prefixed
930911,BAL-11,2026-03-28,Renewal,Standard,Closed,94.31,first pass
155443,FFX-03,2026-03-20,Renewal,Priority,Reviewed,117.78,prefixed
767571,STL-02,2026-03-09,Renewal,Standard,Open,384.69,unique
719417,LOU-09,2026-03-07,Appeal,Standard,Escalated,420.9,first pass
629319,BAL-11,2026-03-29,REF NOTE: Intake,Standard,Reviewed,747.07,prefixed
290500,FFX-03,2026-03-30,Appeal,Standard,Reviewed,452.25,unique
577653,STL-02,2026-03-25,Appeal,Priority,Verified,675.88,prefixed
628939,BAL-11,2026-03-27,Renewal,Priority,Escalated,825.03,prefixed
278353,FFX-03,2026-03-14,REF NOTE: Intake,Standard,Escalated,909.2,unique
996973,ARL-07,2026-03-20,Renewal,Standard,Reviewed,534.18,unique
299003,LOU-09,2026-03-23,Appeal,Priority,Reviewed,468.59,first pass
522567,ARL-07,2026-03-11,Appeal,Priority,Open,913.06,first pass
162460,STL-02,2026-03-24,Appeal,Priority,Closed,158.79,bare
468142,ARL-07,2026-03-18,REF NOTE: Intake,Standard,Escalated,925.74,unique
826887,FFX-03,2026-03-15,Appeal,Standard,Verified,999.4,prefixed
504657,FFX-03,2026-03-30,REF NOTE: Intake,Standard,Closed,236.97,bare
869636,ARL-07,2026-03-22,Appeal,Standard,Escalated,905.84,prefixed
115815,STL-02,2026-03-23,Intake,Priority,Closed,172.12,unique
327256,LOU-09,2026-03-13,Appeal,Standard,Reviewed,508.78,unique
186546,LOU-09,2026-03-18,Renewal,Standard,Escalated,801.53,bare
638025,BAL-11,2026-03-16,Renewal,Priority,Verified,410.1,bare
453417,LOU-09,2026-03-27,Intake,Standard,Escalated,44.51,unique
610137,FFX-03,2026-03-06,Appeal,Priority,Open,45.36,bare
843415,FFX-03,2026-03-28,Intake,Standard,Open,114.98,unique
486004,STL-02,2026-03-17,REF NOTE: Intake,Standard,Verified,49.04,first pass
893715,FFX-03,2026-03-10,Intake,Standard,Closed,442.27,first pass
893151,FFX-03,2026-03-27,Appeal,Priority,Open,6.94,first pass
472615,ARL-07,2026-03-31,REF NOTE: Intake,Priority,Open,654.64,bare
772907,STL-02,2026-03-19,Renewal,Standard,Verified,403.2,first pass
380651,LOU-09,2026-03-23,Intake,Priority,,460.26,bare
170548,STL-02,2026-03-13,Appeal,Standard,Closed,614.8,bare
681935,FFX-03,2026-03-17,Appeal,Standard,Open,589.83,prefixed
238407,BAL-11,2026-03-04,Intake,Standard,Escalated,930.11,bare
435996,ARL-07,2026-03-11,Intake,Priority,,57.69,prefixed
134242,STL-02,2026-03-05,Renewal,Standard,Escalated,737.59,bare
987801,LOU-09,2026-03-20,Intake,Priority,Closed,175.6,prefixed
232783,LOU-09,2026-03-25,REF NOTE: Intake,Standard,Escalated,483.39,unique
245696,FFX-03,2026-03-08,Appeal,Priority,,227.18,bare
819150,LOU-09,2026-03-31,Appeal,Priority,Escalated,482.1,prefixed
957886,LOU-09,2026-03-05,Intake,Priority,,833.48,prefixed
669831,FFX-03,2026-03-12,Appeal,Standard,Closed,700.33,bare
621851,STL-02,2026-03-19,Appeal,Priority,Closed,555.44,first pass
968494,FFX-03,2026-03-28,Renewal,Standard,Open,750.41,bare
836519,LOU-09,2026-03-15,Renewal,Standard,Reviewed,569.17,prefixed
594756,BAL-11,2026-03-17,Appeal,Priority,Closed,329,prefixed
182816,ARL-07,2026-03-17,Appeal,Standard,Escalated,591.85,unique
551001,LOU-09,2026-03-08,Renewal,Standard,Closed,526.3,prefixed
212286,STL-02,2026-03-09,REF NOTE: Intake,Standard,Closed,42.11,first pass
585026,ARL-07,2026-03-21,Appeal,Priority,,894.99,first pass
659401,FFX-03,2026-03-13,Renewal,Priority,Escalated,496.43,unique
697806,FFX-03,2026-03-18,Appeal,Standard,Reviewed,998.74,prefixed
537069,ARL-07,2026-03-26,Renewal,Priority,Open,298.32,prefixed
477537,STL-02,2026-03-18,Renewal,Standard,Closed,718.43,first pass
299227,ARL-07,2026-03-17,Renewal,Standard,Open,25.94,unique
264127,ARL-07,2026-03-29,Intake,Priority,Closed,756.04,unique
190453,FFX-03,2026-03-18,REF NOTE: Intake,Standard,,905.05,unique
438771,ARL-07,2026-03-25,Intake,Standard,Escalated,183.33,prefixed
559438,LOU-09,2026-03-08,Intake,Priority,Verified,34.96,bare
958639,LOU-09,2026-03-08,REF NOTE: Intake,Priority,,191.64,first pass
482878,FFX-03,2026-03-04,Appeal,Standard,Reviewed,985.17,first pass
278904,STL-02,2026-03-21,Renewal,Priority,,334.27,prefixed
801843,FFX-03,2026-03-11,Appeal,Standard,Verified,317.95,bare
537369,ARL-07,2026-03-29,Renewal,Priority,Verified,950.8,unique
538450,STL-02,2026-03-11,Intake,Priority,Verified,438.57,prefixed
642033,LOU-09,2026-03-25,Renewal,Standard,Open,329.49,bare
179476,FFX-03,2026-03-28,Appeal,Standard,Reviewed,799.39,first pass
993162,LOU-09,2026-03-27,Appeal,Standard,Escalated,717.41,unique
450716,LOU-09,2026-03-10,Renewal,Priority,Verified,459.82,unique
694090,LOU-09,2026-03-31,REF NOTE: Intake,Standard,,14.83,bare
676490,BAL-11,2026-03-23,Intake,Priority,Closed,790.6,first pass
639175,STL-02,2026-03-16,Renewal,Standard,Open,890.99,unique
705889,STL-02,2026-03-14,Renewal,Priority,,313.32,prefixed
666008,ARL-07,2026-03-16,Renewal,Standard,Closed,899.58,unique
308532,FFX-03,2026-03-31,Intake,Standard,Reviewed,275.28,prefixed
421366,STL-02,2026-03-19,Appeal,Priority,,736.03,prefixed
384334,FFX-03,2026-03-16,Appeal,Priority,,211.19,bare
107790,ARL-07,2026-03-17,REF NOTE: Intake,Priority,Reviewed,113.08,first pass
602744,LOU-09,2026-03-11,Appeal,Priority,Reviewed,960.11,prefixed
867445,ARL-07,2026-03-23,REF NOTE: Intake,Priority,,399.73,bare
398557,LOU-09,2026-03-07,Renewal,Standard,Closed,54.44,first pass
550219,FFX-03,2026-03-16,Intake,Standard,Open,500.09,prefixed
791339,BAL-11,2026-03-30,Intake,Priority,Verified,132.42,prefixed
130273,BAL-11,2026-03-28,Renewal,Priority,Reviewed,788.32,bare
207681,LOU-09,2026-03-17,Intake,Standard,Closed,743.57,first pass
676129,STL-02,2026-03-13,Renewal,Priority,Reviewed,873.28,bare
716813,BAL-11,2026-03-21,REF NOTE: Intake,Standard,Escalated,203.88,first pass
547992,ARL-07,2026-03-06,Renewal,Priority,,668.78,bare
946227,FFX-03,2026-03-18,Renewal,Standard,Closed,743.16,bare
347582,ARL-07,2026-03-08,Renewal,Standard,,582.74,unique
812778,FFX-03,2026-03-21,REF NOTE: Intake,Priority,Open,187.26,bare
918230,ARL-07,2026-03-08,REF NOTE: Intake,Priority,Closed,519.39,bare
245765,STL-02,2026-03-09,Appeal,Priority,Open,593,unique
749097,STL-02,2026-03-31,Renewal,Priority,Open,985.37,bare
255247,ARL-07,2026-03-08,Renewal,Priority,Verified,252.9,prefixed
439506,LOU-09,2026-03-31,Renewal,Priority,Open,591.45,first pass
278739,ARL-07,2026-03-09,REF NOTE: Intake,Priority,,98.88,bare
462245,BAL-11,2026-03-13,REF NOTE: Intake,Standard,Escalated,100.98,bare
390090,FFX-03,2026-03-15,Intake,Standard,,941.93,unique
656969,LOU-09,2026-03-05,REF NOTE: Intake,Standard,Escalated,364.07,unique
457195,LOU-09,2026-03-18,REF NOTE: Intake,Standard,Closed,7.26,first pass
994804,FFX-03,2026-03-19,Appeal,Priority,Reviewed,727.35,first pass
938695,ARL-07,2026-03-26,Renewal,Priority,Reviewed,575.4,bare
523006,ARL-07,2026-03-10,Renewal,Priority,Escalated,74.93,bare
520948,ARL-07,2026-03-20,Renewal,Standard,Escalated,70.51,unique
662468,BAL-11,2026-03-13,Appeal,Priority,Closed,553.22,first pass
545831,FFX-03,2026-03-04,Intake,Standard,Open,891.55,bare
856218,FFX-03,2026-03-08,REF NOTE: Intake,Standard,Reviewed,292,unique
506322,FFX-03,2026-03-23,Intake,Standard,,543.36,unique
526444,LOU-09,2026-03-22,Appeal,Standard,Verified,355.71,first pass
884249,LOU-09,2026-03-13,Renewal,Standard,Escalated,967.97,first pass
574044,LOU-09,2026-03-10,Renewal,Standard,Verified,555.02,prefixed
